key,en,es,fr,ja,ka,pt,ru,uk
"Aww, do we have to?
There's nothing to do around here.","Aww, do we have to?
There's nothing to do around here.","Ohh, ¿qué tenemos que hacer?
No hay nada que hacer por aquí.","Roooh, est ce que c'est si nécessaire ?
 Il n'y a rien à faire ici après tout. ","えー・・・面倒くさいな。
ここは何もすることねぇ。","ეხ, აუცილებელია?
აქ არაფერია გასაკეტებელი.","Aww, nós realmente precisamos? 
Não há nada pra fazer por aqui.","Эх, да ну? Делать-то вообще нечего.",
[center] return.,[center] return.,,,[center]戻る,,[center] retorne.,[center] вернуться. ,
"[center]Please leave a callback number, and we'll get back to you as soon as we can.","[center]Please leave a callback number, and we'll get back to you as soon as we can.",,,[center]電話番号を教えてくれたら後で連絡できるが。,,"[center]Por favor deixe um número de retorno de chamada, e iremos entrar em contato com você de volta o mais cedo que pudemos.","[center]Пожалуйста, оставьте ваш номер, и мы перезвоним вам как только сможем.",
Avatar of Nature,Avatar of Nature,,,自然のアバター,,Avatar da Natureza,Аватар Природы,
[center]Repeat.,[center]Repeat.,,,[center]リピート,,[center]Repita.,[center]Повтор.,
Purple Syringe,Purple Syringe,,,紫の注射器,,Seringa Roxa,Фиолетовый Шприц,
"Huh? Let you by to shut down the safeguards!?
So you can crush the head of the factory?!
You've gotta be stupid if you think I'd do that!
You've gotta be a dumbass if you think I'd do that!","Huh? Let you by to shut down the safeguards!?
So you can crush the head of the factory?!
You've gotta be stupid if you think I'd do that!
You've gotta be a dumbass if you think I'd do that!","¿Eh? ¿¡Dejarte apagar las custodias!?
¿¡Así que quieres destrozar la cabeza de la fábrica!?
¡Eres estúpida si crees que haría eso!
¡Eres una gran tonta si crees que haría eso!","Hein ? Tu veux que je te laisse passer pour que tu désactive les mécanismes de sécurité !?
Comme ça tu peux écrabouiller le chef de l'usine ?!
Tu dois être sacrément idiote pour penser que je te laisserai faire ça !  
Tu dois être sacrément conne pour penser que je te laisserai faire ça ! ","え？セーフガードを消すために通してって！？
工場長を潰すように！？
そんなことをするわけないだろう！
そんなことをさせると思うとは・・・馬鹿者が！","ჰა? გაგატარო რო დაცვები გამორთო?!
რო გაჭყლიტო ქარხნის თავი?!
დებილი უნდა იყო თუ გგონია რო მაგას ვიზამ!
შტერი უნდა იყო ნუ გგონია რო მაგას ვიზამ!",Huh? Deixar você perambular por aqui e desligar as proteções? Para que você possa esmagar o chefe da fábrica? Você deve ser estúpida se pensa que eu faria isso! Você deve ser uma tola se pensa que eu faria isso! ,"А? Позволить тебе отключить защиту!?
Чтобы ты раздробила главу завода?!
Глупо думать, что я тебе позволю!
Ты, должно быть, очень глупая!
",
"[center][wave]We must make haste.
I have some associates that I will introduce you to right away.","[center][wave]We must make haste.
I have some associates that I will introduce you to right away.","[center][wave]Debemos apresurarnos.
Tengo algunos asociados para introducirle de inmediato.","[center][wave]Nous devons faire vite. 
Laisser-moi vous présenter brièvement mes associés. ","[center][wave]急がないといかん。
すぐ同僚に紹介させてもらう。","[center][wave]ჩვენ უნდა ვიჩქაროთ.
მე მყავს ასოციატები რომლებსაც დაუყოვნებლივ გაგაცნობ.","[center][wave]Temos de nos apressar.
Eu possuo alguns colaboradores a quem irei te introduzir agora mesmo.","[center][wave]Нужно торопиться. У меня есть помощники, с которыми я вас сейчас познакомлю. ",
"[center]They were highly emotive, making them very fun.","[center]They were highly emotive, making them very fun.",,,[center]感情にかなり左右される生物なため、見ててかなり楽しい。,,"[center]Eles eram bem emotivos, tornando-os bem divertidos.","[center]Они были крайне эмоциональными, что делало их очень забавными.",
Clay and yet easily depressed.,Clay and yet easily depressed.,,,柔軟なのにすぐストレスが溜まる。,,Argiloso e facilmente depressivo.,"Глиняная, но легко впадает в депрессию.",
"I am the Paragon of Concepts.
Concepts give birth to symbols,
Symbols give birth to concepts.
Without each other, they are worthless.
You are a collection of flesh concepts.","I am the Paragon of Concepts.
Concepts give birth to symbols,
Symbols give birth to concepts.
Without each other, they are worthless.
You are a collection of flesh concepts.",,,"私はコンセプトのパラゴンだ。
コンセプトは印を作り、印はコンセプトを作る。
互いがいないと生きていけない存在だ。
君はフレッシュのコンセプトからできている。",,"Eu sou o Paragão dos Conceitos.
Conceitos dão a luz a símbolos,
Símbolos dão a luz a conceitos.
Sem um e o outro, não passam de nada.
Você é uma coleção de conceitos de carne.","Я – Парагон Концепций.
Концепции рождают символы, Символы рождают концепции. 
Друг без друга они бесполезны. Ты – собрание концепций плоти.",
Medallion Man,Medallion Man,Hombre Medallón,Homme Médaillon,メダリオンマン,მედლის კაცი,Homem Medalhão,Медальонный человек,
"The best of the boys!
The King of all Boys!
","The best of the boys!
The King of all Boys!
","¡El mejor de los chicos!
¡El Rey de todos los Chicos!","Le meilleur de tous les garçons !  
Le Roi de tous les Garçons ! ","いい子だ！
男子の王様だ！","საუკეთესო ბიჭი!
ყველა ბიჭის მეფე!","O melhor de todos os garotos! 
O Rei de todos os Garotos!","Лучший мальчик!
Король всех Мальчиков!
",
"[center]Dancing in joy at that holy release, at that ability to finally be free...","[center]Dancing in joy at that holy release, at that ability to finally be free...",,,[center]やっと解放されて、自由になれたことを喜ぶんだ。,,"[center]Dançando em alegria daquele livramento sagrado, daquela habilidade de finalmente ser livre...","[center]Радостно танцуя от священного освобождения, от возможности наконец быть свободной.",
You get no pleasure from touching Alexander the Great.,You get no pleasure from touching Alexander the Great.,No sientes placer por tocar a Alejandro el Grande.,Tu n'éprouves aucun plaisir à toucher Alexandre le Grand. ,アレクサンダー大王を触っても何の喜びもなかった。,არანაირ სიამოვნებას არ იღებ ალექსანდრე დიდის შეხებით.,Você não sente nenhum prazer por tocar Alexandre o Grande.,Тебе неприятно трогать Александра Великого,
The Human squeezes and moves like it was just born.,The Human squeezes and moves like it was just born.,,,人間が生まれたての幼児のような動きをしている。,,O Humano se aperta e se move como se houvesse acabado de nascer.,"Человек сжимается и двигается так, будто только родился.",
A surprisingly firm handshake.,A surprisingly firm handshake.,,,握手の力が驚くほど強い。,,Um aperto de mão supreendentemente firme.,Удивительно крепкое рукопожатие.,
"[center][wave]Ah, how nice to meet you...","[center][wave]Ah, how nice to meet you...","[center][wave]Ah, qué agradable encontrarlo...","[center][wave]Ah, nous nous rencontrons enfin...",[center][wave]出逢えてよかったよ・・・,"[center][wave]აჰ, რა კარგია შენთან შეხვედრა...","[center][wave]Ah, é um prazer te conhecer...","[center][wave]Ах, рад встрече...",
"You might think that you're in pain, but I've been here a lot longer than you. Eventually, it'll all become quiet, and all return to Symbols.","You might think that you're in pain, but I've been here a lot longer than you. Eventually, it'll all become quiet, and all return to Symbols.","Tal vez pienses que sufres dolor, pero he estado aquí mucho más que tú.
Eventualmente, todo estará quieto, y todo regresará a los Símbolos.","Tu penses peut-être que tu souffres, mais je suis ici depuis bien plus longtemps que toi. Au bout d'un moment, tout finira par se taire, et tout reviendra aux Symboles. ","今は苦しいだろうけど、私は
君よりずっとここにいるからわかる。やがてすべてが静かになり、何もかもがシンボルに戻るだろう。","შეილება იფიქრო რო შენ გტკივა, მაგრამ მე შენზე დიდი ხანია რაც აქ ვარ. ოდესმე ყველაფერი გაჩუმდება და დაუბრუნდება სიმბოლოებს.","Você pode pensar que você está em dor, mas estou cá há muito mais tempo que tu. 
Eventualmente, tudo irá se tornar quieto, e tudo retornará a Símbolos.","Ты наверняка думаешь, что тебе очень больно. Но я здесь гораздо дольше тебя. Рано или поздно всё утихнет и вернётся к Символам.",
You can't touch this guy.,You can't touch this guy.,No puedes tocar a este tipo.,Tu n'arrives pas à toucher ce gars. ,この人に触れることはできない。,არ შეგიძლია შეეხო ამ კაცს.,Você não pode tocar esse cara.,Ты не можешь его потрогать.,
"A Flower is a very special thing.
It's beauty is captivating, and yet, it brings a stench of death, a deadly poison. What kind of flower can I give to you, sir?
Ah, the dog wants me? I'll be there.","A Flower is a very special thing.
It's beauty is captivating, and yet, it brings a stench of death, a deadly poison. What kind of flower can I give to you, sir?
Ah, the dog wants me? I'll be there.",,,"花は特別なものなんだ。
美しいのに死の香りがする。
どんな花が欲しいんだ？
あ、犬が私に用があるのか？わかった",,"Uma Flor é uma coisa bem especial.
Sua beleza é cativante, e mesmo assim, traz contigo um fedor de morte, um veneno fatal. Que tipo de flor poderia lhe dar, senhor?
Ah, o cão me quer? Estarei lá.","Цветок – особенная вещь. 
Его красота пленительна, и в то же время он несёт в себе запах смерти, убийственного яда. 
Какой цветок я могу предложить Вам, сэр? 
Ах, я нужен собаке? Буду на месте.",
Royal Nugget,Royal Nugget,Nugget de la Realeza,Nugget Royal,王族の欠片,სამეფო ნაგეტი,Nugget Real,Королевский Наггетс,
[center][wave]and they turned you into quite a profit,[center][wave]and they turned you into quite a profit,[center][wave]y te convirtieron en una gran ganancia,[center][wave]Et ils t'on transformés en d'énormes profits,[center][wave]君は大儲けできたんだ,[center][wave]და გადაგაკეთეს დიდ მოგებად,[center][wave]e realmente fizeram uma boa grana,[center][wave]Ты принесла им прибыль и взлёт,
[wave][center]Meeting Place,[wave][center]Meeting Place,,,[wave][center]ミーティング場所,,[wave][center]Lugar de Reunião,[wave][center]Место Встречи,
[wave][center]Exit,[wave][center]Exit,[wave][center]Salir,[wave][center]Sortir,[wave][center]戻る,[wave][center]გამოსვლა,[wave][center]Sair,[wave][center]Выйти,
"[center][wave]but I won't stand for that
that's why I made a helmet

","[center][wave]but I won't stand for that
that's why I made a helmet

","[center][wave]pero no voy a tolerarlo, 
es por eso por lo que construí un casco","[center][wave]mais je ne me laisserais pas faire, 
c'est pour ça que j'ai fabriqué un casque ","[center][wave]許さない。
だからある機械を作ったんだ。","[center][wave]ამას არ შევეგუები, ამიტომაც გავაკეთე ჩაფხუტი","[center][wave]mas eu não vou tolerar isso,
por isso fiz um capacete","[center][wave]Но я этого так не оставлю, поэтому я сделала шлем",
"I am the origin who decides how you will decay.
I've got a collection of wonderfully flawed chromosomes that I've put together for you. I've put a lot of thought into this, 
[wave]the least you could do is be grateful.[/wave] You can't blame me, I'm only working with the instructions I recieved.","I am the origin who decides how you will decay.
I've got a collection of wonderfully flawed chromosomes that I've put together for you. I've put a lot of thought into this, 
[wave]the least you could do is be grateful.[/wave] You can't blame me, I'm only working with the instructions I recieved.",,,"君がどのような死を迎えるかを決めるのが私だ。
君のために欠陥だらけの染色体を集めたんだ。
君のことを考えて集めたんだぞ。",,"Eu sou a origem que decide como você irá decair.
Eu possuo uma coleção de cromossomos maravilhosamente defeituosos que juntei justamente para você.Eu trabalhei duro nisso, [wave]o mínimo que você poderia fazer é me agradecer.[/wave] 
Não adianta me culpar, só estou trabalhando com as instruções que recebi.","Я – начало, решающее, как ты будешь разлагаться. У меня есть коллекция замечательных хромосом, которые я собрал для тебя. Я много над этим раздумывал, [wave]и тебе бы стоило поблагодарить меня.[/wave]. Не вини меня. Я просто работаю с полученными инструкциями.",
Queen,Queen,Reina,Reine,女王,დედოფალი,Rainha,Королева,
"It's pretty rare that you find a TV that speaks when spoken to, most of them are too self absorbed.
When a TV talks back to you, it's a true friend.","It's pretty rare that you find a TV that speaks when spoken to, most of them are too self absorbed.
When a TV talks back to you, it's a true friend.","Es muy raro encontrarse con una televisión que habla cuando se le habla, la mayoría de ellas son muy egocéntricas.
Cuando una televisión te responde, es una verdadera amiga.","C'est assez rare de trouver une télé qui est prête a discuter, la pluspart sont trop égocentriques pour cela.
Quand une télé te répond, c'est que c'est une vraie amie.",話しかけられると返事するテレビはかなり珍しい。ほとんどのものは自己中過ぎるからな。テレビが答えてくれたら、本物の友達に違いない。,"იშვიათია ტელევიზორის პოვნა რომელიც გელაპარაკება როცა ელაპარაკები, უმეტესობა ზედმეტად თვითცენტრირებულია.
როცა ტელევიზორი გელაპარაკება ნამდვილი მეგობარია.","É um tanto raro encontrar uma TV que responde quando chamada, a maioria delas é muito egocêntrica.
Quando uma TV responde a sua conversa, ela é uma verdadeira amiga.","Редко встретишь телевизор, который бы отвечал тебе. Обычно они для этого слишком эгоистичны. Когда телевизор с тобой говорит – значит, он настоящий друг.",
"The Evren Scout stands tall, he is imposing and strong, though he doesn't exude a threatening aura.","The Evren Scout stands tall, he is imposing and strong, though he doesn't exude a threatening aura.",,,"エブレンスカウトは身長が高く、強そうだ。
だが危険なオーラは全く感じない。",,"O Escoteiro Evren está alto, imponente e forte, mas não exala uma aura ameaçadora.","Эвренский Разведчик горд, силён и внушителен, но не излучает угрожающей ауры.",
"We are not convinced of you.
You do not seem to understand anything.
These doors will only open for you once you come to understanding with this world, and what makes it.","We are not convinced of you.
You do not seem to understand anything.
These doors will only open for you once you come to understanding with this world, and what makes it.",,,"我々はまだ納得していない。
君はまだなにも理解していない。
本当の意味で君がこの世界を理解するようになったら
扉は開く。",,"Não estamos convencidos de ti.
Parece-lhe não entender nada.
Esses portões somente abrirão dado você entre em entendimento com esse mundo,e o que lhe faz.","Мы в тебе не уверены. Ты ещё ничего не поняла. Эти двери откроются лишь тогда, когда ты придёшь к осознанию мира и того, что его создаёт.",
DNA,DNA,,,DNA,,DNA,,
Exit,Exit,,,閉じる,,Sair,Выйти,
"The Thrait woman looks tired and stressed, most likely due to her environment.","The Thrait woman looks tired and stressed, most likely due to her environment.",,,スレイトの女性は疲れてストレスが溜まってそうだ。おそらく環境によるものだ。,,"A mulher Thrait parece cansada e estressada, talvez por conta do seu ambiente.","Трейт выглядит уставшей и напряжённой, скорее всего из-за окружающей её обстановки.",
"[center][wave]A warmth. A love. I will make you anew. 
Born to flesh from ash and clay.","[center][wave]A warmth. A love. I will make you anew. 
Born to flesh from ash and clay.","[center][wave]Una calidez. Un amor. Te haré de nuevo. 
Nacido de carne de cenizas y barro.","[center][wave]Une chaleur. Un amour. Je vais te redonner vie. 
Né d'une chair faite de cendres et d'argile. ","[center][wave]温もり。愛。新たな君にする。
灰と粘土から肉に生まれ変わる。","[center][wave]სითბო. სიყვარული. მე შეგქმნი ხელახლა.
დაბადებული ხორცად ფერფლისა და თიხისაგან.","[center][wave]Um calor. Um amor. Eu farei de ti novo.
Nascido à carne da cinza e do barro.",[center][wave]Тепло. Любовь. Я создам тебя заново. Плоть из пепла и глины.,
The Building Bed is just starting to excrete subcutaneous cement.,The Building Bed is just starting to excrete subcutaneous cement.,,,ビルディングベッドは皮下からセメントを作りはじめてる。,,O Berço de Edifícios está começando a excretar cimento subcutâneo.,Фундамент начал выделять подкожный бетон.,
Rusted Pipes,Rusted Pipes,Caños Oxidados,Canalisations Rouillées,錆びたパイプ,დაჟანგული ტრუბები,Canos Enferrujados,Ржавые Трубы,
Why... is this place...?,Why... is this place...?,,,ここは・・・なんなんだ？,,Por que que... esse lugar...?,Почему... Это место?..,
"Layer 5
Karmic Spirals
At this stage, a being's gained Karma has reached a mass in which it begins to pull unto itself. Gravity, that is, Karma, is birthed via the continuous rebirth cycle of life and death. The continued soul entity is compounded and grows with each form, each life passed. Karma is never lost, whether actions are good or bad. Karma is only gained.
At a certain stage, the soul entity's mass will collapse into a form similar to a heavenly body, continuously grown by the actions of its avatars and growing karmic spiral. The Original Sun and Moon are two examples of this.","Layer 5
Karmic Spirals
At this stage, a being's gained Karma has reached a mass in which it begins to pull unto itself. Gravity, that is, Karma, is birthed via the continuous rebirth cycle of life and death. The continued soul entity is compounded and grows with each form, each life passed. Karma is never lost, whether actions are good or bad. Karma is only gained.
At a certain stage, the soul entity's mass will collapse into a form similar to a heavenly body, continuously grown by the actions of its avatars and growing karmic spiral. The Original Sun and Moon are two examples of this.",,,"第５層
カルミックスパイラル
この段階では生物のカルマの量がある程度達し、引力が発生するんだ。生と死を何回も繰り返すことによって生まれるカルマの重力だ。カルマとは必ずついてくるものだ。善良な人生を生きても、邪悪な道に進んでもついてくる。生きれば生きるほど大きくなる。そしてある程度の大きさになると爆発して天体になる。私たちが知ってる太陽と月も同じだ。",,"Camada 5
Espirais Cármicas
Nesse estagio, o carma ganhado de um ser alcançou uma massa na qual começa a puxar para si mesma. Gravidade, isso é, Carma, é nascido via o contínuo ciclo de renascimento da vida e morte. A entidade da alma continuada é composta e cresce com cada forma, cada vida passada. Carma nunca é perdido, sejam as ações boas ou más. Carma somente é ganhado.
A um certo estágio, a massa da entidade da alma irá colapsar numa forma similar a um corpo celestial, continuamente crescida pelas ações do seus avatares e crescente espiral cármica. O Sol e Lua Originais são dois exemplos disso. ","Слой 5
Кармические Спирали
На данном этапе накопленная существом Карма достигает такой массы, что начинает притягивать к себе. Гравитация, то есть Карма, рождается непрерывным циклом перерождения, жизни и смерти. Душевная сущность, продолжающая существовать, усложняется  и растёт с каждой формой, с каждой прожитой жизнью. Карма никогда не теряется, вне зависимости от того, хорошие или плохие были действия. Карма только накапливается.
На определённом этапе масса душевной сущности коллапсирует в форму, подобную небесному телу, непрерывно увеличивающемуся за счёт действий своих аватаров и растущей кармической спирали. Первоначальные Солнце и Луна - два примера этому.",
[wave][center]You finally understand Flesh,[wave][center]You finally understand Flesh,,,[wave][center]やっと肉を理解できるようになった,,[wave][center]Você finalmente entende Carne,[wave][center]Теперь Ты Понимаешь Мясо,
"It's hard to turn a human into a parasite. Most people would never want to be a parasite. That's why her brain is filled with dopamine 24/7 to keep her chugging, and it works!","It's hard to turn a human into a parasite. Most people would never want to be a parasite. That's why her brain is filled with dopamine 24/7 to keep her chugging, and it works!","Es difícil convertir a un humano en un parásito. A la mayoría de la gente no le gustaría ser un parásito. Es por eso por lo que su cerebro está lleno de dopamina 24/7, para mantenerla en marcha continua, ¡y funciona!","C'est dur de transformer un humain en parasite. La plupart des gens ne voudraient jamais être un parasite. C'est pour ça qu'on remplit son cerveau de dopamine 7 jours sur 7 et 24 heures sur 24 pour qu'elle le supporte, et ça marche ! ","人間を寄生虫にするのは難しい。ほとんどの人は寄生虫になりたいとは思わないでしょう。
だからこそ止まらないように四六時中脳にドーパミンを供給しているんだ！","რთულია ადამიანის პარაზიტად ქცევა. ხალხის უმეტესობას არ უნდა პარაზიტი იყოს. ამიტომაც მისი ტვინი გატენილია დოპამინით 24/7-ზე, რომ მან ცხოვრება განაგრძოს, და ეს მუშაობს!","É difícil transformar um humano em um parasita.
Muitas pessoas não iriam querer ser um parasita. É por isso que ser cérebro é bombardeado por dopamina 24/7 pra manter ela na ativa, funciona!","Человека трудно превратить в паразита. Большинство никогда не хотело бы становиться таковыми. Но её мозг накачивается дофамином 24/7, чтобы поддерживать его в тонусе, и всё работает!",
"I am the Paragon of Symbols.
I feel the geometry of the world, and the mathematical crash that appears behind me.
Colors and Shapes, Lines and Curves, the digit meatstuff that makes you up. Read it and weep. Kill me to learn.","I am the Paragon of Symbols.
I feel the geometry of the world, and the mathematical crash that appears behind me.
Colors and Shapes, Lines and Curves, the digit meatstuff that makes you up. Read it and weep. Kill me to learn.",,,"私は印のパラゴンだ。
世界中の幾何学と計算を感じる。
色、形、直線、曲線、数字のすべてだ。これを全て知りたいのであれば私を殺すことだな。",,"Eu sou o Paragão dos Símbolos.
Eu sinto a geometria do mundo, e a trovoada matemática que aparece atrás de mim.
Cores e Formas, Linhas e Curvas, o material carnal de digitos que lhe constitui. Leia e chore. Me mate para aprender.","Я – Парагон Символов. Я чувствую геометрию мира и математический крах после себя. 
Цвета и формы, Линии и Кривые. Всё, из чего ты состоишь. Прочти и заплачь. Убей меня, чтобы узнать.",
Thrait Youngling,Thrait Youngling,Thrait Joven,Jeune Rapiécé,スレイト人の若者,ახალგაზრდა ტრეიტი,Filhote Thrait,Трейт-ребёнок,
The way is blocked by a strong webbing of insect silk of some kind. It slightly sways with the breathing of the building.,The way is blocked by a strong webbing of insect silk of some kind. It slightly sways with the breathing of the building.,,,通路が虫の巣のようなもので塞がれている。,,O caminho está bloqueado por uma forte correia de seda feita por algum tipo de inseto. Balança levemente junto com a respiração do prédio.,Путь перекрыт толстым слоем шелковой паутины неизвестного насекомого. Он слегка движется от дыхания здания.,
The Building Bed is particularly frothy today.,The Building Bed is particularly frothy today.,,,ビルディングベッドはいつもと少し雰囲気が違う。,,O Berço de Construções está particularmente espumante hoje.,Фундамент сегодня особенно пенистый.,
"If you can get some pesticide together, we'll be able to kill these damn silkworm moths all at once. Bring the ingredients to that machine, okay?","If you can get some pesticide together, we'll be able to kill these damn silkworm moths all at once. Bring the ingredients to that machine, okay?",,,殺虫剤さえあれば殺せるんだけどな。材料を集めてあの機械に入れるんだ。わかったか？,,"Se você conseguir misturar uma pesticida, nós poderemos matar todas essas malditas mariposas de uma só vez. Traga os ingredientes para essa máquina, certo?","Если сможешь сделать для нас пестицид, мы сразу же избавимся от всех этих шелкопрядов. Кидай ингридиенты в эту машину.",
"You don't have to thank me, everything I do is for my own sake, thank you very much.","You don't have to thank me, everything I do is for my own sake, thank you very much.",,,感謝は不要よ。これは私自身のためにやってることなの。,,"Você não precisa me agradeçer, tudo que faço é por minha própria causa, muito obrigado.","Не стоит благодарностей, дорогуша. Всё, что я делаю, я делаю ради себя.",
"We've nourished our patients so well!
Look at how plump and happy their bodies have become!
I'm so proud of them!","We've nourished our patients so well!
Look at how plump and happy their bodies have become!
I'm so proud of them!","¡Hemos nutrido tan bien a los pacientes!
¡Mira lo regordetes y felices que son ahora sus cuerpos!
¡Estoy muy orgullosa de ellos!","Nous avons nourri nos patients si bien ! Regarde à quel point leurs corps sont devenus gros et heureux. 
Je suis si fière d'eux ! ","私たちはしっかり患者さんたちに栄養を与えられたみたいですね！
見てください、彼らの健康的なふくよかな体を！
皆さん偉すぎます！","ჩვენ პაციენტებს კარგად ვკვებავთ!
შეხედე რა სქელი და ბედნიერი გახდა მათი სხეულები!
ძალიან ვამაყობ მათი!","Nós nutrimos nossos pacientes tão bem!
Olhe o quão gordos e felizes seus corpos se tornaram!
Eu estou tão orgulhosa deles!",Мы так хорошо кормили наших пациентов! Смотри какие у них пухлые и счастливые тельца! Я так ими горжусь! ,
Medallion Man Stands in place. He guards the computer with his life.,Medallion Man Stands in place. He guards the computer with his life.,Hombre Medallón se Mantiene en lugar. Él protege la computadora con toda su vida.,L'Homme Médaillon Reste sur place. Il protège l'ordinateur corps et âme. ,メダリオンマンが立ち止まっている。命をかけてコンピューターを守っている。,მედლის კაცი დგას ადგილზე. ის იცავს კომპიუტერს მისი სიცოცხლით.,Homem Medalhão mantém-se no seu lugar. Ele guarda o computador com a própria vida.,Медальонный человек стоит на месте и готов защищать компьютер ценой своей жизни.,
[center]The last human died in captivity ---- years ago...,[center]The last human died in captivity ---- years ago...,,,[center]最後の人間は保護してたんだが、数年前に死んでしまったんだ・・・,,[center]O último humano morreu em cativeiro ---- anos atrás...,[center]Последний человек умер в неволе ---- лет назад...,
"It's not sticky, but it's tough as steel. Material like this is well suited for protecting egg casings.","It's not sticky, but it's tough as steel. Material like this is well suited for protecting egg casings.",,,全然ベタベタしない。鋼のように硬い。卵を守るために使えそうな素材だ。,,"Não é grudento, mas é duro como aço. Material como esse é perfeito para a proteção do invólucro de ovos.","Паутина не липкая, но прочная, словно сталь. Такой материал хорошо подходит для защиты яиц.",
[center][wave]Congrats!,[center][wave]Congrats!,[center][wave]¡Felicitaciones!,[center][wave]Félicitations !,[center][wave]おめでとう！,[center][wave]გილოცავ!,[center][wave]Parabéns!,[center][wave]Поздравляю!,
"The nurse looks excited, the future is full of opportunities!","The nurse looks excited, the future is full of opportunities!","La enfermera parece entusiasmada, ¡el futuro está lleno de oportunidades!","L'infirmière semble enjouée, le futur est rempli d'opportunités ! ",未来が希望に満ちていて、看護師はワクワクしている！,"ექთანი აღფრთოვანებული ჩანს, მომავალი სავსეა შესაძლებლობებით!","A enfermeira parece animada, o futuro está cheio de oportunidades!",Медсестра выглядит взволнованной. Будущее полно возможностей! ,
Hand of a Mother,Hand of a Mother,,,母の手,,Mão de uma Mãe,Рука Матери,
The Allele is happy to have a photographic memory!,The Allele is happy to have a photographic memory!,,,アレーレは見たもの全てを記憶することができる。喜んでそうだ。,,O Alelo está feliz de ter memória fotográfica!,Аллель счастлива иметь фотографическую память!,
Heehee. Am I a good boy?,Heehee. Am I a good boy?,Jeje. ¿Soy un buen chico?,Héhé. Suis-je un bon garçon ?,ふっふ・・・。僕・・・いい子・・・だよね？,ჰეეჰეე. კაი ბიჭი ვარ?,Hihi. Eu sou um bom garoto?,Хеехее. Я хороший мальчик?,
<MISSING KEY >,,,,パパの悪い所テレビ,,TV do Lugar Mal do Papai,Плохое Папочкино Место (TV),
"It's not actually a key, but an important component of life.","It's not actually a key, but an important component of life.",,,鍵の役割は果たさないがかなり人生にとって貴重なものではある。,,"Não é uma chave de verdade, mas sim um importante componente da vida.","На самом деле это не ключ, а важный жизненный компонент.",
"An Empty Syringe, used for collecting DNA Samples.","An Empty Syringe, used for collecting DNA Samples.",,,DNAサンプルをとるための注射器,,"Uma Seringa Vazia, usada para coletar amostras de DNA",Пустой Шприц для сбора ДНК.,
"You can barely reach the orb, but it feels smooth and jittery, like there is a great deal of electricity inside.","You can barely reach the orb, but it feels smooth and jittery, like there is a great deal of electricity inside.","Apenas puedes alcanzar el orbe, pero se siente suave y agitada, como si hubiera una gran carga de electricidad adentro.","Tu peux à peine atteindre l'orbe, mais tu sens qu'elle est lisse et instable, comme si elle était remplie d'électricité.",オーブにはほとんど手が届かないが、内部には大量の電気が流れているような、滑らかでジリジリとした感触がある。,"ძლივს წვდები სფეროს, მაგრამ ის პრიალა და კანკალაა, თითქოს შიგნით დიდი რაოდენობის ელექტროობაა.","Você mal consegue alcançar o orbe, mas sente ele liso e nervoso, como se houvesse uma grande carga de eletricidade dentro.","Ты с трудом дотягиваешься до сферы, и на ощупь она гладкая и дрожащая, словно внутри неё много электричества. ",
[wave]Continue,[wave]Continue,[wave]Continuar,[wave]Continuer,[wave]続ける,[wave]გაგრძელება,[wave]Continuar,[wave]Далее,
[wave]Press any key to continue,[wave]Press any key to continue,[wave]Presiona cualquier tecla para continuar,[wave]Presse n'importe quelle touche pour continuer ,[wave]続行するには何かキーを押してください,[wave]გასაგრძელებლად დააჯირე ნებისმიერ ღილაკს,[wave]Aperte qualquer tecla para continuar,"[wave]Нажми любую кнопку, чтобы продолжить",
"The Thrait woman eyes you up and down, trying to figure out what exactly you are.","The Thrait woman eyes you up and down, trying to figure out what exactly you are.","La mujer Thrait te mira de arriba a abajo,
tratando de entender exactamente qué eres.","La Femme Rapiécée te regarde de la tête aux pieds, essayant de comprendre ce que tu es. ",スレイト人女性が君は何ものか探ろうと見つめてくる。,"ტრაიტ ქალი გათვალიერებს ზემოთ ქვემოთ, ცდილობს გაიგოს ზუსტად რა ხარ.","A mulher thrait te olha de cima para baixo, tentando entender exatamente o que você é.",Трейт разглядывает тебя в попытке понять что ты такое.,
[wave][center]You finally understand People,[wave][center]You finally understand People,,,[wave][center]やっと人間を理解できるようになった,,[wave][center]Você finalmente entende Pessoas,[wave][center]Теперь Ты Понимаешь Людей,
"[center]WELL, LET'S SAY IT'S A GAME OF TRICKS-","[center]WELL, LET'S SAY IT'S A GAME OF TRICKS-",,,[center]ん〜、とりあえずトリッキーなゲームって言っておこう。,,"[center]BEM, DIGAMOS SER UM JOGO DE TRUQUES-","[center]ИГРА, СКАЖЕМ ТАК, С ФОКУСАМИ-",
A Poisonous Crystal Chemical.,A Poisonous Crystal Chemical.,,,有毒な結晶化学物質,,Um Químico Venenoso de Cristal,Ядовитый Кристальный Химикат.,
The Royal Nugget looks at you with an air of pomp and circumstance.,The Royal Nugget looks at you with an air of pomp and circumstance.,El Nugget de la Realeza te observa con aire de pompa y circunstancia.,Le Nugget Royal te regarde avec un air pompeux et circonspect. ,王族の欠片が偉そうに見てくる。,სამეფო ნაგეტი გიყურებს პომპეზურობის და მდგომარეობის ფენით,O Nugget Real olha a você com um ar de pompo e circunstância.,Королевский Наггетс напыщенно глядит на тебя,
